tokens,qtd_tokens,d365_trades,d365_winrate,d365_pnl_usd,d365_max_drawdown_usd,d365_profit_factor,d90_trades,d90_winrate,d90_pnl_usd,d90_max_drawdown_usd,d90_profit_factor,d30_trades,d30_winrate,d30_pnl_usd,d30_max_drawdown_usd,d30_profit_factor,score_robustez
10:30|SELL|Thursday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,166,72.28915662650603,3804.0,-980.5,1.469195189639223,47,74.46808510638297,755.5,-766.0,1.2814304339728069,17,70.58823529411765,42.0,-468.0,1.035897435897436,18.77442687231486
03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday,6,166,72.28915662650603,3714.0,-980.5,1.4513580847055965,49,73.46938775510205,622.5,-729.0,1.2132945005996232,18,72.22222222222221,143.0,-665.0,1.1222222222222222,18.69835424622241
03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,184,72.28260869565217,4288.0,-1070.5,1.4832910679064526,50,80.0,1728.5,-468.0,1.7798330701556508,14,78.57142857142857,409.0,-468.0,1.5826210826210827,19.8576233660431
03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,184,72.28260869565217,4592.5,-814.0,1.551022856800048,55,78.18181818181819,1563.5,-601.0,1.5824175824175823,17,70.58823529411765,42.0,-601.0,1.035897435897436,19.99628640016206
03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,184,72.28260869565217,3857.0,-1069.0,1.4117427275153456,53,77.35849056603774,1361.5,-495.0,1.5071707953063884,17,76.47058823529412,377.0,-468.0,1.4027777777777777,19.11945753714716
03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,184,72.28260869565217,4161.5,-862.0,1.4713177416614758,58,75.86206896551724,1196.5,-862.0,1.3795400475812847,20,70.0,10.0,-798.0,1.0071225071225072,19.292182059502558
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|SELL|Friday ; 20:58|SELL|Monday,4,101,72.27722772277228,2615.0,-927.5,1.568601869971733,28,82.14285714285714,1058.0,-526.0,1.9042735042735042,8,75.0,138.0,-234.0,1.294871794871795,18.34096749939182
10:30|BUY|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday,5,137,72.26277372262774,3080.5,-847.5,1.456979676605845,39,79.48717948717949,1287.5,-601.0,1.7363454389476694,17,76.47058823529412,377.0,-468.0,1.4027777777777777,18.714145434992297
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,6,137,72.26277372262774,2874.5,-968.5,1.4126767640513962,41,75.60975609756098,696.0,-734.0,1.2974358974358975,17,70.58823529411765,42.0,-601.0,1.035897435897436,17.854853705898105
10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,6,155,72.25806451612902,3210.5,-1038.5,1.4051615345784958,44,75.0,787.5,-477.5,1.3213629871454806,15,73.33333333333333,175.0,-468.0,1.186965811965812,18.219634652858065
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,173,72.25433526011561,4182.0,-953.5,1.5118413805764641,48,83.33333333333334,2196.5,-367.0,2.256219616814412,14,78.57142857142857,409.0,-367.0,1.5826210826210827,20.06101300182612
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,173,72.25433526011561,4486.5,-591.0,1.5878152636750738,53,81.13207547169812,2031.5,-500.0,1.9165350778254004,17,70.58823529411765,42.0,-500.0,1.035897435897436,20.294764327977425
03:48|BUY|Monday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,173,72.25433526011561,3751.0,-1069.0,1.4328659627257516,51,80.3921568627451,1829.5,-468.0,1.8254004060455673,17,76.47058823529412,377.0,-367.0,1.4027777777777777,19.183436743639277
03:48|BUY|Monday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,173,72.25433526011561,4055.5,-734.0,1.4989849277145493,56,78.57142857142857,1664.5,-697.0,1.6200409759731793,20,70.0,10.0,-697.0,1.0071225071225072,19.47448988229754
03:48|BUY|Tuesday ; 03:48|SELL|Wednesday ; 10:30|BUY|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,191,72.25130890052355,4422.0,-930.0,1.4813061224489796,52,82.6923076923077,2247.5,-367.0,2.1336696090794454,20,75.0,345.0,-367.0,1.294871794871795,20.08305239711672
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,8,191,72.25130890052355,4133.5,-765.0,1.4400383243732369,57,78.94736842105263,1860.5,-665.0,1.6930527100018626,18,72.22222222222221,143.0,-665.0,1.1222222222222222,19.592148746589334
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,8,209,72.24880382775119,4762.0,-884.5,1.466108745656536,61,80.32786885245902,2169.5,-798.0,1.8081579437511641,23,78.26086956521739,648.0,-500.0,1.5538461538461539,20.497926049315478
03:48|BUY|Tuesday ; 10:30|SELL|Thursday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,8,209,72.24880382775119,4839.0,-899.0,1.4772424675772966,60,75.0,1063.5,-899.0,1.314041045327034,21,71.42857142857143,111.0,-601.0,1.079059829059829,19.963551421780988
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,8,209,72.24880382775119,4749.0,-829.0,1.4628429413771258,62,74.19354838709677,930.5,-761.0,1.2570087004557382,22,72.72727272727273,212.0,-697.0,1.150997150997151,19.95376437987072
03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Thursday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,8,209,72.24880382775119,4408.0,-1128.0,1.4144999764916075,63,73.01587301587301,696.5,-1128.0,1.1806978855882735,24,70.83333333333334,79.0,-697.0,1.0482295482295483,19.111840676727045
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,9,227,72.24669603524228,4892.0,-1076.0,1.4291416290188166,66,77.27272727272727,1669.5,-564.0,1.4929868595895468,21,76.19047619047619,446.0,-500.0,1.3811965811965812,20.142971405703218
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,9,227,72.24669603524228,5196.5,-894.0,1.4784329972839847,71,76.05633802816901,1504.5,-894.0,1.3903229990919703,24,70.83333333333334,79.0,-830.0,1.0482295482295483,20.350086168883333
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,5,126,72.22222222222221,2794.5,-710.5,1.4502537662128414,35,85.71428571428571,1765.0,-234.0,2.5085470085470085,13,84.61538461538461,643.0,-234.0,2.373931623931624,19.27295950491858
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday,5,144,72.22222222222221,3856.0,-784.5,1.6018887067821743,39,84.61538461538461,1957.5,-399.0,2.5286997266692697,12,83.33333333333334,542.0,-234.0,2.158119658119658,20.293046826440293
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,5,126,72.22222222222221,3099.0,-912.5,1.5467054776395872,40,82.5,1600.0,-431.0,1.9768009768009769,16,75.0,276.0,-431.0,1.294871794871795,18.830427699861808
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 20:58|BUY|Wednesday,3,72,72.22222222222221,1681.5,-532.0,1.4838152783772118,22,81.81818181818183,882.0,-532.0,1.9423076923076923,6,83.33333333333334,271.0,-234.0,2.158119658119658,18.11311325817519
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,9,216,72.22222222222221,4786.0,-867.0,1.4473942509932227,64,79.6875,2137.5,-468.0,1.7323967791673804,21,76.19047619047619,446.0,-399.0,1.3811965811965812,20.382515282739252
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,180,72.22222222222221,4115.5,-766.5,1.4691097686082297,52,78.84615384615384,1595.5,-734.0,1.6510916139563354,21,76.19047619047619,446.0,-601.0,1.3811965811965812,19.792163492661953
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,6,144,72.22222222222221,3104.5,-968.0,1.4298670728330103,42,78.57142857142857,1255.5,-367.0,1.6332912988650694,15,73.33333333333333,175.0,-367.0,1.186965811965812,18.383827390293327
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,144,72.22222222222221,3309.0,-1241.0,1.4723768736616702,42,78.57142857142857,1132.0,-1101.0,1.5375118708452042,14,71.42857142857143,74.0,-601.0,1.079059829059829,18.262599095883893
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,9,216,72.22222222222221,5090.5,-633.0,1.501058122939121,69,78.26086956521739,1972.5,-633.0,1.5824597667208031,24,70.83333333333334,79.0,-633.0,1.0482295482295483,20.63549049008888
03:48|SELL|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,162,72.22222222222221,3645.0,-1124.5,1.457713317008853,45,77.77777777777779,1223.5,-532.0,1.551996390706068,12,75.0,207.0,-367.0,1.294871794871795,18.839324428119962
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,5,108,72.22222222222221,1941.0,-829.0,1.3322492297158508,35,74.28571428571429,520.0,-729.0,1.2469135802469136,15,73.33333333333333,175.0,-367.0,1.186965811965812,17.047423832890452
10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,8,198,72.22222222222221,3904.5,-1113.0,1.377976766698935,58,74.13793103448276,861.5,-796.5,1.2543924405728628,21,71.42857142857143,111.0,-702.0,1.079059829059829,18.670024112073868
10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,5,126,72.22222222222221,2277.0,-835.0,1.3348283214469525,38,73.68421052631578,611.5,-610.5,1.275885404917663,13,76.92307692307693,308.0,-367.0,1.4387464387464388,17.52941491613881
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Thursday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,10,252,72.22222222222221,5443.0,-1165.0,1.429716180476059,76,73.68421052631578,1004.5,-1165.0,1.2204542960605729,28,71.42857142857143,148.0,-734.0,1.079059829059829,20.185577500442644
10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,5,126,72.22222222222221,2440.5,-601.0,1.3684051626537852,37,72.97297297297297,292.0,-601.0,1.1247863247863248,14,71.42857142857143,74.0,-601.0,1.079059829059829,17.65020460495323
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,8,205,72.1951219512195,4680.0,-1177.0,1.4682106948126656,58,77.58620689655173,1531.5,-665.0,1.5247558677402775,16,75.0,276.0,-500.0,1.294871794871795,19.820033234762203
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,7,187,72.19251336898395,4550.0,-1039.0,1.5163120567375887,53,81.13207547169812,2031.5,-899.0,1.9165350778254004,18,77.77777777777779,478.0,-500.0,1.5106837606837606,20.192056056109777
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,8,187,72.19251336898395,3798.5,-968.0,1.3945263813876194,56,76.78571428571429,1329.5,-633.0,1.45554223059791,21,71.42857142857143,111.0,-601.0,1.079059829059829,18.854992004000305
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,187,72.19251336898395,4537.0,-816.5,1.512279117032688,54,74.07407407407408,792.5,-729.0,1.2513877874702617,17,70.58823529411765,42.0,-564.0,1.035897435897436,19.685145922340666
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,169,72.18934911242604,4035.5,-1132.0,1.5035562765160968,46,86.95652173913044,2664.5,-234.0,3.0808278016399844,17,88.23529411764706,1047.0,-234.0,3.2371794871794872,20.385581980597575
03:48|BUY|Tuesday ; 03:48|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,169,72.18934911242604,4210.0,-816.5,1.5408877754223678,44,84.0909090909091,2109.5,-367.0,2.392868933641466,15,73.33333333333333,175.0,-367.0,1.186965811965812,20.024534807877092
10:30|BUY|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,169,72.18934911242604,3681.5,-1214.5,1.4366105313092978,48,77.08333333333334,1191.5,-601.0,1.486227300550908,18,77.77777777777779,478.0,-601.0,1.5106837606837606,18.865600998107457
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Thursday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday,6,169,72.18934911242604,3768.5,-835.0,1.4533806544754573,50,74.0,723.5,-835.0,1.2479013191708068,18,72.22222222222221,143.0,-835.0,1.1222222222222222,18.91692667682917
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,169,72.18934911242604,3475.5,-628.0,1.401490209669035,50,74.0,600.0,-628.0,1.1972386587771202,18,72.22222222222221,143.0,-564.0,1.1222222222222222,18.77903623202275
03:48|BUY|Monday ; 03:48|SELL|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,151,72.18543046357617,3539.0,-1145.5,1.4873648695173174,43,81.3953488372093,1691.5,-367.0,1.9674006291106663,12,75.0,207.0,-367.0,1.294871794871795,18.9191753577354
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Thursday,5,133,72.18045112781954,2705.5,-1077.0,1.3953097603740503,36,77.77777777777779,1079.5,-702.0,1.617386331140978,12,75.0,207.0,-702.0,1.294871794871795,17.880743762044894
10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,5,133,72.18045112781954,2998.5,-1107.5,1.4598926380368098,36,75.0,649.5,-477.5,1.3276166456494325,10,70.0,5.0,-234.0,1.0071225071225072,17.818937750818762
10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday,4,115,72.17391304347827,2868.5,-721.5,1.537474236462432,31,80.64516129032258,1149.5,-702.0,1.8976962124170247,12,75.0,207.0,-468.0,1.294871794871795,18.684123605326388
03:48|BUY|Monday ; 10:30|BUY|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,5,115,72.17391304347827,2171.0,-835.0,1.3559891776666393,36,77.77777777777779,1079.5,-376.5,1.617386331140978,13,76.92307692307693,308.0,-234.0,1.4387464387464388,17.6444232170572
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 03:48|SELL|Wednesday ; 10:30|BUY|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,8,212,72.16981132075472,4814.0,-829.0,1.466902672033364,60,80.0,2050.5,-564.0,1.763829390948035,22,72.72727272727273,212.0,-564.0,1.150997150997151,20.30524744047247
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,8,212,72.16981132075472,4716.5,-1063.0,1.450735856269113,61,77.04918032786885,1499.5,-500.0,1.475654242664552,22,77.27272727272727,547.0,-500.0,1.4675213675213674,20.03731236837439
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Thursday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,8,212,72.16981132075472,4462.5,-1101.5,1.4163556633700318,64,73.4375,797.5,-894.0,1.2069010247762355,24,70.83333333333334,79.0,-835.0,1.0482295482295483,19.20787846211217
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,8,194,72.16494845360825,4574.0,-979.5,1.4921719481357938,56,80.35714285714286,1999.5,-463.0,1.815955927361763,16,75.0,276.0,-399.0,1.294871794871795,20.07102393635376
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday,7,176,72.1590909090909,3399.5,-884.5,1.3675135135135135,50,76.0,1153.5,-702.0,1.429688955112684,18,72.22222222222221,143.0,-702.0,1.1222222222222222,18.509533715533717
03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,176,72.1590909090909,3602.5,-1055.5,1.398198297778269,52,73.07692307692307,590.5,-727.5,1.1873116574147502,17,70.58823529411765,42.0,-665.0,1.035897435897436,18.344365307239396
03:48|BUY|Tuesday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,6,158,72.15189873417721,3903.5,-884.0,1.5297190934997964,44,79.54545454545455,1457.5,-835.0,1.7351828499369484,16,75.0,276.0,-601.0,1.294871794871795,19.491681694190245
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday,6,158,72.15189873417721,3662.5,-633.0,1.481274638633377,48,77.08333333333334,1191.5,-633.0,1.486227300550908,18,72.22222222222221,143.0,-633.0,1.1222222222222222,19.191242289828875
03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday,6,158,72.15189873417721,3472.5,-867.0,1.4415691759918616,47,76.59574468085107,1090.5,-867.0,1.445011222199551,19,73.68421052631578,244.0,-601.0,1.2085470085470085,18.776256809767926
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,8,201,72.13930348258707,4507.5,-1000.0,1.4554870654810024,60,76.66666666666667,1398.5,-1000.0,1.4436161776367962,23,73.91304347826086,313.0,-734.0,1.2229344729344729,19.705902920986084
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Thursday ; 10:30|SELL|Wednesday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,8,201,72.13930348258707,4356.5,-867.5,1.4349540734824282,62,75.80645161290323,1265.5,-633.0,1.3736896500812048,24,70.83333333333334,79.0,-633.0,1.0482295482295483,19.469873669052962
03:48|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,5,122,72.1311475409836,2892.5,-876.0,1.4971639738741835,34,79.41176470588235,1117.5,-367.0,1.7378672829316606,10,70.0,5.0,-234.0,1.0071225071225072,18.19736696326666
03:48|BUY|Tuesday ; 03:48|SELL|Wednesday ; 10:30|BUY|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,183,72.1311475409836,4167.5,-696.0,1.4700011277771512,51,78.43137254901961,1476.5,-665.0,1.6025300958987962,20,70.0,10.0,-665.0,1.0071225071225072,19.57618450932649
03:48|BUY|Monday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Thursday ; 20:58|SELL|Monday ; 20:58|SELL|Sunday,7,165,72.12121212121212,3496.5,-968.0,1.4189934092270822,50,76.0,1058.5,-532.0,1.3943006146395978,17,70.58823529411765,42.0,-532.0,1.035897435897436,18.489026386054178
03:48|BUY|Tuesday ; 10:30|SELL|Friday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,4,104,72.11538461538461,2582.5,-745.5,1.5377407600208224,27,88.88888888888889,1627.0,-266.0,3.3176638176638176,8,87.5,473.0,-234.0,3.0213675213675213,19.405723666003727
03:48|BUY|Tuesday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,4,104,72.11538461538461,2887.0,-678.5,1.6769844061437449,32,84.375,1462.0,-399.0,2.2495726495726496,11,72.72727272727273,106.0,-367.0,1.150997150997151,18.952136504045846
10:30|BUY|Monday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,4,104,72.11538461538461,2065.0,-601.0,1.3826554248123784,30,73.33333333333333,473.5,-578.5,1.2708035458964826,8,75.0,138.0,-234.0,1.294871794871795,17.474860553017507
03:48|BUY|Tuesday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,5,147,72.10884353741497,3823.5,-1049.5,1.5784417549167928,38,89.47368421052632,2526.5,-234.0,4.109538461538461,12,91.66666666666666,877.0,-234.0,4.747863247863248,20.62034365251794
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,147,72.10884353741497,3186.5,-709.0,1.4347499829456307,43,81.3953488372093,1568.0,-590.0,1.8376068376068375,15,80.0,510.0,-367.0,1.7264957264957266,19.192901778547597
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,147,72.10884353741497,3491.0,-830.0,1.5140248840462343,48,79.16666666666666,1403.0,-830.0,1.5995726495726497,18,72.22222222222221,143.0,-665.0,1.1222222222222222,18.955353682232175
10:30|SELL|Thursday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,5,147,72.10884353741497,3469.5,-1182.5,1.4936681844052362,40,77.5,1053.5,-468.0,1.5313997477931904,13,76.92307692307693,308.0,-367.0,1.4387464387464388,18.712706384300578
03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Thursday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,6,147,72.10884353741497,2669.0,-935.5,1.3368460907427273,46,71.73913043478261,414.5,-935.5,1.1420250128490663,15,73.33333333333333,175.0,-431.0,1.186965811965812,17.534853632890023
