tokens,qtd_tokens,d365_trades,d365_winrate,d365_pnl_usd,d365_max_drawdown_usd,d365_profit_factor,d90_trades,d90_winrate,d90_pnl_usd,d90_max_drawdown_usd,d90_profit_factor,d30_trades,d30_winrate,d30_pnl_usd,d30_max_drawdown_usd,d30_profit_factor,score_robustez
10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Tuesday,4,104,79.8076923076923,4142.0,-1070.0,2.0335620711166564,28,85.71428571428571,1488.0,-500.0,2.58974358974359,10,70.0,5.0,-500.0,1.0071225071225072,20.872045587600173
03:48|BUY|Monday ; 03:48|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,4,99,79.7979797979798,4041.0,-835.0,2.03429741489634,29,82.75862068965517,1254.0,-468.0,2.071794871794872,8,75.0,138.0,-234.0,1.294871794871795,21.10802642917708
03:48|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,4,94,79.7872340425532,3754.0,-936.0,1.9905013192612138,27,81.48148148148148,1052.0,-234.0,1.899145299145299,8,75.0,138.0,-234.0,1.294871794871795,20.611298797590607
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,6,158,79.74683544303798,6247.0,-917.5,1.9785401002506267,45,84.44444444444444,2200.0,-500.0,2.343101343101343,15,80.0,510.0,-500.0,1.7264957264957266,23.504945866776644
03:48|SELL|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday,3,79,79.74683544303798,3174.5,-734.0,1.995609220636663,19,84.21052631578947,914.0,-298.0,2.301994301994302,4,75.0,69.0,0.0,1.294871794871795,20.371319080729933
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday,6,153,79.73856209150327,6569.5,-767.0,2.2111910029498527,41,90.2439024390244,2801.0,-399.0,3.9925213675213675,11,72.72727272727273,106.0,-399.0,1.150997150997151,24.136105970415038
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday,6,148,79.72972972972973,5851.5,-1203.0,2.0085315408479834,42,85.71428571428571,2232.0,-500.0,2.58974358974359,14,71.42857142857143,74.0,-500.0,1.079059829059829,22.487147370963815
10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|SELL|Sunday,3,74,79.72972972972973,2887.5,-835.0,1.9400944164089207,17,82.35294117647058,712.0,-234.0,2.0142450142450143,4,75.0,69.0,0.0,1.294871794871795,19.83321444820542
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday,5,138,79.71014492753623,5380.5,-862.0,1.9496955255493778,35,85.71428571428571,1860.0,-468.0,2.58974358974359,11,81.81818181818183,441.0,-468.0,1.9423076923076923,22.81583339492638
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Tuesday,5,138,79.71014492753623,5685.0,-702.0,2.1087274500243782,40,82.5,1695.0,-702.0,2.0347985347985347,14,71.42857142857143,74.0,-702.0,1.079059829059829,22.759170514206573
03:48|BUY|Monday ; 03:48|SELL|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,5,123,79.67479674796748,4884.0,-867.0,1.9801324503311257,33,84.84848484848484,1658.0,-468.0,2.417094017094017,8,75.0,138.0,-234.0,1.294871794871795,21.957036367552117
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,7,182,79.67032967032966,7090.0,-949.5,1.950402144772118,49,85.71428571428571,2604.0,-500.0,2.58974358974359,15,80.0,510.0,-500.0,1.7264957264957266,24.343649397519368
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday,7,182,79.67032967032966,7394.5,-868.0,2.068260618318405,54,83.33333333333334,2439.0,-734.0,2.158119658119658,18,72.22222222222221,143.0,-734.0,1.1222222222222222,24.33957136312915
03:48|BUY|Monday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday,4,118,79.66101694915254,4890.0,-985.5,2.08149950237753,31,83.87096774193549,1579.5,-344.5,2.5093167701863353,8,75.0,138.0,-266.0,1.294871794871795,21.89564958438956
03:48|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,5,118,79.66101694915254,4597.0,-968.0,1.9447184545828196,31,83.87096774193549,1456.0,-234.0,2.2444444444444445,8,75.0,138.0,-234.0,1.294871794871795,21.48336853659485
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday,4,113,79.64601769911505,4717.5,-751.0,2.094928629453406,31,80.64516129032258,1121.0,-298.0,1.7984330484330484,8,75.0,138.0,-266.0,1.294871794871795,21.808288463881038
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Tuesday,6,162,79.62962962962963,6528.0,-767.0,2.052309180301443,44,84.0909090909091,2099.0,-702.0,2.2814407814407813,14,71.42857142857143,74.0,-702.0,1.079059829059829,23.552246169238437
03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|SELL|Sunday,4,108,79.62962962962963,4430.5,-633.0,2.05702015984731,29,79.3103448275862,919.0,-468.0,1.6545584045584045,8,75.0,138.0,-234.0,1.294871794871795,21.533000364189586
10:30|BUY|Monday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,4,108,79.62962962962963,4089.5,-734.0,1.895739787536962,30,76.66666666666667,685.0,-500.0,1.4181929181929183,10,70.0,5.0,-234.0,1.0071225071225072,20.547536083833258
03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday,4,108,79.62962962962963,3999.5,-734.0,1.853408727195135,32,75.0,552.0,-495.0,1.294871794871795,11,72.72727272727273,106.0,-468.0,1.150997150997151,20.468235326521736
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,6,157,79.61783439490446,6427.0,-683.5,2.0530886449287236,45,82.22222222222221,1865.0,-468.0,1.9962606837606838,12,75.0,207.0,-367.0,1.294871794871795,23.619483195530282
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday,8,206,79.6116504854369,8237.5,-900.0,2.0299449862465617,58,84.48275862068965,2843.0,-734.0,2.3499525166191835,18,72.22222222222221,143.0,-734.0,1.1222222222222222,25.163859076935847
10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|SELL|Sunday,4,103,79.6116504854369,3712.5,-835.0,1.812452128241602,30,73.33333333333333,350.0,-500.0,1.186965811965812,11,72.72727272727273,106.0,-367.0,1.150997150997151,19.954147479815596
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,6,152,79.60526315789474,6140.0,-734.0,2.0257266956231206,43,81.3953488372093,1663.0,-367.0,1.8883547008547008,12,75.0,207.0,-367.0,1.294871794871795,23.212020453273055
03:48|BUY|Monday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,6,152,79.60526315789474,5709.0,-968.0,1.8808825798487887,46,78.26086956521739,1296.0,-500.0,1.5538461538461539,15,73.33333333333333,175.0,-500.0,1.186965811965812,22.1621190405658
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,6,147,79.59183673469387,5422.0,-1069.0,1.8519798868636077,44,77.27272727272727,1094.0,-399.0,1.4675213675213674,15,73.33333333333333,175.0,-399.0,1.186965811965812,21.694466590636026
03:48|BUY|Monday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Thursday,5,142,79.5774647887324,5733.0,-1118.5,2.0242072353729346,35,85.71428571428571,1983.5,-344.5,2.8953655040611563,8,75.0,138.0,-266.0,1.294871794871795,22.63216799996046
03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday,5,137,79.56204379562044,5560.5,-948.0,2.032686414708887,35,82.85714285714286,1525.0,-266.0,2.086182336182336,8,75.0,138.0,-266.0,1.294871794871795,22.494247937128073
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,7,181,79.55801104972376,7270.0,-784.5,2.012675860147653,49,83.6734693877551,2269.0,-468.0,2.2120726495726495,12,75.0,207.0,-367.0,1.294871794871795,24.387650434507783
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,7,176,79.54545454545455,6983.0,-766.0,1.9888133673180401,47,82.97872340425532,2067.0,-367.0,2.1041666666666665,12,75.0,207.0,-367.0,1.294871794871795,24.05929499207626
03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|SELL|Sunday,5,132,79.54545454545455,5273.5,-766.0,2.001139060275273,33,81.81818181818183,1323.0,-468.0,1.9423076923076923,8,75.0,138.0,-234.0,1.294871794871795,22.30409360572982
03:48|BUY|Monday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,7,176,79.54545454545455,6552.0,-1000.0,1.8670107185391027,50,80.0,1700.0,-500.0,1.7264957264957266,15,73.33333333333333,175.0,-500.0,1.186965811965812,23.040222839751223
10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,5,132,79.54545454545455,4932.5,-766.0,1.874324204555526,34,79.41176470588235,1089.0,-468.0,1.664835164835165,10,70.0,5.0,-234.0,1.0071225071225072,21.465957894395096
03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday,5,132,79.54545454545455,4842.5,-867.0,1.8403470715835142,36,77.77777777777779,956.0,-468.0,1.5106837606837606,11,72.72727272727273,106.0,-468.0,1.150997150997151,21.295645051381495
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,7,171,79.53216374269006,6265.0,-1101.0,1.8420698924731183,48,79.16666666666666,1498.0,-399.0,1.6401709401709401,15,73.33333333333333,175.0,-399.0,1.186965811965812,22.584286266742126
10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|SELL|Sunday,5,127,79.52755905511812,4555.5,-968.0,1.806925870162076,34,76.47058823529412,754.0,-500.0,1.4027777777777777,11,72.72727272727273,106.0,-367.0,1.150997150997151,20.807074823802232
03:48|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|SELL|Monday,3,83,79.51807228915662,3739.5,-500.0,2.3206780858202367,23,86.95652173913044,1223.0,-234.0,2.742165242165242,8,75.0,138.0,-234.0,1.294871794871795,21.609811401692422
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday,5,122,79.50819672131148,4766.0,-683.5,1.9595329172538756,36,83.33333333333334,1626.0,-266.0,2.158119658119658,15,73.33333333333333,175.0,-266.0,1.186965811965812,21.82618592271836
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday,6,146,79.45205479452055,5609.0,-803.5,1.9281813668707595,40,85.0,2030.0,-266.0,2.4458689458689458,15,73.33333333333333,175.0,-266.0,1.186965811965812,22.595553512989483
03:48|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|SELL|Monday,4,107,79.43925233644859,4582.5,-633.0,2.1727447216890594,27,88.88888888888889,1627.0,-234.0,3.3176638176638176,8,75.0,138.0,-234.0,1.294871794871795,22.260614399778362
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|SELL|Monday,5,141,79.43262411347519,6125.5,-809.5,2.2183988065638984,39,84.61538461538461,1834.0,-468.0,2.3062678062678064,12,75.0,207.0,-266.0,1.294871794871795,23.458430448680645
03:48|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Wednesday,3,68,79.41176470588235,2552.5,-468.0,1.8892179062881032,18,88.88888888888889,1148.0,-234.0,3.452991452991453,4,75.0,69.0,-234.0,1.294871794871795,20.10933882132078
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 20:58|BUY|Wednesday,4,102,79.41176470588235,4095.5,-468.0,2.026312492168901,30,83.33333333333334,1355.0,-468.0,2.158119658119658,8,75.0,138.0,-468.0,1.294871794871795,21.511655629423803
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|SELL|Monday,5,136,79.41176470588235,5407.5,-672.5,2.0003699935251134,40,80.0,1265.0,-468.0,1.6757478632478633,15,73.33333333333333,175.0,-468.0,1.186965811965812,22.343213130780015
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|SELL|Monday,6,165,79.39393939393939,6968.5,-1139.5,2.1417219628082247,43,86.04651162790698,2238.0,-468.0,2.594017094017094,12,75.0,207.0,-266.0,1.294871794871795,23.962441483597516
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Wednesday,4,97,79.38144329896907,3377.5,-702.0,1.7731486780359391,31,77.41935483870968,786.0,-601.0,1.47985347985348,11,72.72727272727273,106.0,-601.0,1.150997150997151,19.894124386231965
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|SELL|Monday,6,160,79.375,6250.5,-835.0,1.9643601018282806,44,81.81818181818183,1669.0,-468.0,1.891559829059829,15,73.33333333333333,175.0,-468.0,1.186965811965812,23.074935859404036
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Wednesday,5,126,79.36507936507937,4938.5,-931.0,1.9747360110529952,34,85.29411764705883,1759.0,-468.0,2.5034188034188034,8,75.0,138.0,-468.0,1.294871794871795,21.933449829913876
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Wednesday,5,121,79.33884297520662,4220.5,-936.0,1.7751859674901276,35,80.0,1190.0,-601.0,1.7264957264957266,11,72.72727272727273,106.0,-601.0,1.150997150997151,20.629933901374425
20:58|BUY|Sunday ; 20:58|BUY|Wednesday,2,58,79.3103448275862,2299.0,-936.0,1.9926597582037997,14,92.85714285714286,1079.0,-234.0,5.611111111111111,4,100.0,404.0,0.0,999.0,20.929551383819565
03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,4,116,79.3103448275862,4685.0,-784.5,2.03834219858156,30,86.66666666666667,1690.0,-234.0,2.8055555555555554,8,87.5,473.0,-234.0,3.0213675213675213,22.578210014673516
03:48|BUY|Tuesday ; 10:30|BUY|Monday,2,58,79.3103448275862,2386.0,-633.0,2.086520947176685,16,81.25,611.0,-234.0,1.8703703703703705,4,75.0,69.0,-234.0,1.294871794871795,19.583055429935307
03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,5,140,79.28571428571428,5528.0,-816.5,1.989262705798139,34,88.23529411764706,2094.0,-234.0,3.2371794871794872,8,87.5,473.0,-234.0,3.0213675213675213,23.41609884025192
03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday,5,140,79.28571428571428,5832.5,-735.0,2.154950495049505,39,84.61538461538461,1929.0,-468.0,2.373931623931624,11,72.72727272727273,106.0,-468.0,1.150997150997151,23.0481547907538
10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,4,111,79.27927927927928,3967.0,-1069.0,1.8112474437627812,31,80.64516129032258,1121.0,-468.0,1.7984330484330484,11,81.81818181818183,441.0,-468.0,1.9423076923076923,20.760342527115927
10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,3,82,79.26829268292683,3142.0,-968.0,1.9262971698113207,18,94.44444444444444,1483.0,-234.0,7.337606837606837,4,100.0,404.0,0.0,999.0,21.749348660326227
20:58|BUY|Sunday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday,3,82,79.26829268292683,3446.5,-937.0,2.2076033637000703,23,86.95652173913044,1318.0,-266.0,2.8774928774928776,7,71.42857142857143,37.0,-266.0,1.079059829059829,20.563187290377844
03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday,6,164,79.26829268292683,6675.5,-767.0,2.0896996408749593,43,86.04651162790698,2333.0,-468.0,2.6616809116809117,11,72.72727272727273,106.0,-468.0,1.150997150997151,23.863718126926628
03:48|BUY|Tuesday ; 10:30|BUY|Monday ; 10:30|SELL|Friday,3,82,79.26829268292683,3229.0,-1101.0,1.9868581907090463,20,85.0,1015.0,-234.0,2.4458689458689458,4,75.0,69.0,-234.0,1.294871794871795,20.041687459001732
10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,5,135,79.25925925925927,4810.0,-1101.0,1.806235333556822,35,82.85714285714286,1525.0,-468.0,2.086182336182336,11,81.81818181818183,441.0,-468.0,1.9423076923076923,21.67492749324898
10:30|BUY|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday,5,135,79.25925925925927,5114.5,-1070.0,1.9422439204126751,40,80.0,1360.0,-702.0,1.7264957264957266,14,71.42857142857143,74.0,-702.0,1.079059829059829,21.484098417767175
10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday,4,106,79.24528301886792,4289.5,-969.0,2.0914758269720104,27,88.88888888888889,1722.0,-266.0,3.452991452991453,7,71.42857142857143,37.0,-266.0,1.079059829059829,21.35237714473182
10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Tuesday ; 20:58|BUY|Wednesday,6,159,79.24528301886792,5957.5,-1102.0,1.9159747847478474,44,81.81818181818183,1764.0,-702.0,1.9423076923076923,14,71.42857142857143,74.0,-702.0,1.079059829059829,22.358340748972306
10:30|BUY|Friday ; 10:30|BUY|Monday,2,53,79.24528301886792,1668.0,-564.0,1.648018648018648,17,70.58823529411765,42.0,-468.0,1.035897435897436,7,71.42857142857143,37.0,-468.0,1.079059829059829,17.777387286039897
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday,5,130,79.23076923076923,5007.5,-917.5,1.9392291100065648,38,78.94736842105263,1158.0,-734.0,1.6185897435897436,14,71.42857142857143,74.0,-734.0,1.079059829059829,21.47110302556469
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Thursday ; 20:58|BUY|Sunday,6,154,79.22077922077922,5850.5,-949.5,1.9130706203667578,42,80.95238095238095,1562.0,-734.0,1.8344017094017093,14,71.42857142857143,74.0,-734.0,1.079059829059829,22.355196161492298
10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday,3,77,79.22077922077922,2511.0,-766.0,1.6879452054794521,21,76.19047619047619,446.0,-468.0,1.3811965811965812,7,71.42857142857143,37.0,-468.0,1.079059829059829,18.735975508509753
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,8,201,79.1044776119403,7424.5,-968.5,1.8694302945137302,56,82.14285714285714,2306.0,-500.0,1.9854700854700855,19,73.68421052631578,244.0,-500.0,1.2085470085470085,24.027231439166407
03:48|SELL|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,5,134,79.1044776119403,4990.0,-867.0,1.8777484608619173,35,80.0,1190.0,-468.0,1.7264957264957266,8,75.0,138.0,-234.0,1.294871794871795,21.661196222055946
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,7,177,79.09604519774011,6581.5,-715.5,1.8818248810879614,52,80.76923076923077,1902.0,-500.0,1.8128205128205128,19,73.68421052631578,244.0,-500.0,1.2085470085470085,23.380101465639303
03:48|SELL|Friday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,4,110,79.0909090909091,4147.0,-835.0,1.899761336515513,31,77.41935483870968,786.0,-500.0,1.47985347985348,8,75.0,138.0,-234.0,1.294871794871795,20.741819987541906
10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,5,129,79.06976744186046,4703.0,-968.0,1.8446479885057472,33,78.78787878787878,988.0,-468.0,1.6031746031746033,8,75.0,138.0,-234.0,1.294871794871795,21.176018672085732
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,6,148,79.05405405405406,5756.5,-707.5,1.9649652166624758,39,87.17948717948718,2264.0,-234.0,2.935042735042735,12,75.0,207.0,-234.0,1.294871794871795,23.028344981042242
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday,6,148,79.05405405405406,5666.5,-816.5,1.9309948246118458,41,85.36585365853658,2131.0,-468.0,2.5178062678062676,13,76.92307692307693,308.0,-298.0,1.4387464387464388,22.80084675909793
10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Sunday,4,105,79.04761904761905,3860.0,-936.0,1.8593054318788957,29,75.86206896551724,584.0,-468.0,1.3565323565323566,8,75.0,138.0,-234.0,1.294871794871795,20.23117078491666
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,5,124,79.03225806451613,4913.5,-582.5,2.004908477349422,35,85.71428571428571,1860.0,-266.0,2.58974358974359,12,75.0,207.0,-234.0,1.294871794871795,22.27484856951532
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 03:48|SELL|Friday ; 10:30|BUY|Friday ; 20:58|BUY|Sunday,5,124,79.03225806451613,4823.5,-784.5,1.9626783754116355,37,83.78378378378379,1727.0,-468.0,2.2300569800569803,13,76.92307692307693,308.0,-298.0,1.4387464387464388,21.940247217206284
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|SELL|Sunday,6,143,79.02097902097903,5379.5,-867.0,1.9011642516123628,39,84.61538461538461,1929.0,-234.0,2.373931623931624,13,76.92307692307693,308.0,-234.0,1.4387464387464388,22.392685230633344
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,6,143,79.02097902097903,5038.5,-1000.0,1.7942776069992905,40,82.5,1695.0,-367.0,2.0347985347985347,15,73.33333333333333,175.0,-266.0,1.186965811965812,21.52654217576386
03:48|BUY|Monday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,6,162,79.01234567901234,6398.0,-766.0,1.999063085571518,43,83.72093023255815,1903.0,-468.0,2.1617826617826617,12,75.0,207.0,-266.0,1.294871794871795,23.46834416510066
03:48|BUY|Monday ; 03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 20:58|BUY|Sunday ; 20:58|SELL|Sunday,5,119,78.99159663865547,4536.5,-784.5,1.9270460815367323,35,82.85714285714286,1525.0,-234.0,2.086182336182336,13,76.92307692307693,308.0,-234.0,1.4387464387464388,21.567216734413268
03:48|BUY|Monday ; 10:30|BUY|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday,5,119,78.99159663865547,4195.5,-968.0,1.7964878974845753,36,80.55555555555556,1291.0,-367.0,1.7881562881562882,15,73.33333333333333,175.0,-266.0,1.186965811965812,20.617592005794567
03:48|BUY|Monday ; 10:30|BUY|Monday ; 20:58|BUY|Sunday ; 20:58|BUY|Wednesday ; 20:58|SELL|Monday,5,138,78.98550724637681,5555.0,-734.0,2.042605105105105,39,82.05128205128204,1499.0,-468.0,1.9151404151404152,12,75.0,207.0,-266.0,1.294871794871795,22.614719932306883
03:48|BUY|Tuesday ; 10:30|BUY|Friday ; 10:30|BUY|Monday ; 10:30|SELL|Friday ; 10:30|SELL|Wednesday ; 20:58|BUY|Sunday,6,157,78.98089171974523,5715.0,-1138.5,1.8472942920681987,42,80.95238095238095,1562.0,-468.0,1.8344017094017093,15,73.33333333333333,175.0,-468.0,1.186965811965812,22.036169178328436
